"tsearch","eentry"
"ท้วงติง","warn against"
"ทรมาน","torture"
"ท่อง","ford"
"ทอดตา","look around"
"ทอด","fry"
"ทอดกฐิน","present robes to monks at the end of Buddhist Lent"
"ท้องขึ้นท้องพอง","have flatulence"
"ท้องขึ้น","have flatulence"
"ท้องแก่","be far gone in pregnancy"
"ท่อง","wander"
"ทอดตัว","lie"
"ท้อใจ","be discouraged"
"ท้องว่าง","have empty stomach"
"ท่องหนังสือ","learn"
"ทอดเงา","cast a shadow"
"ทอดถอนใจ","sigh"
"ท้องพอง","be a distended stomach"
"ท่อง","recite"
"ทวีคูณ","multiply"
"ทวี","multiply"
"ท้อ","discourage"
"ทอ","weave"
"ทำมาค้าขาย","trade"
"ทำลิง","be naughty"
"ทำลายสถิติ","break the record"
"ทำลายล้าง","smash"
"ทำลายขวัญ","discourage"
"ทำลายเกียรติ","discredit"
"ทำลาย","destroy"
"ทำฤทธิ์","rampage"
"ทำไร่ไถนา","farm"
"ทำไร่","farm"
"ทำร้าย","harm"
"ทำราชการ","work in the government office"
"ทำ","observe"
"ทำมาหากิน","earn a living"
"ทำวัตรเช้า","pray in the morning"
"ทำไฟ","generate electricity"
"ทำฟัน","treat people's teeth"
"ทำไพ่","shuffle cards"
"ทำพิษ","cause trouble"
"ทำแผล","bandage"
"ทำผิด","make a mistake"
"ทำไปทำมา","result unexpectedly at last"
"ทำปากทำคอ","assume an attitude in speaking"
"ทำปลา","clean a fish before cooking"
"ทำประโยชน์","make benefit"
"ทำบุญทำทาน","make merit"
"ทำบุญ","make merit"
"ทำหนังสือ","make a book"
"ทำเอาเจ็บ","hurt"
"ทำเอา","cause"
"ทำอันตราย","hurt"
"ทำให้เกิด","cause"
"ทำให้","cause"
"ทำเหตุ","trouble"
"ทำหูทวนลม","listen with no attention"
"ทำหูทวนลม","pay no attention"
"ทำหมัน","sterilize"
"ทำหน้าที่แทน","represent"
"ทำหน้าที่","perform"
"ทำวัตร","say prayers to Buddha"
"ทำหน้าทำตา","make funny face"
"ทำวัตรค่ำ","pray in the evening"
"ทำเสียเจ็บ","hurt"
"ทำเสน่ห์","charm"
"ทำสาว","repair the vagina"
"ทำสัญญา","contract"
"ทำสวน","garden"
"ทำสมาธิ","concentrate"
"ทำสงคราม","war"
"ทำศึก","war"
"ทำศพ","cremate"
"ทำเวลา","make time"
"ทำเวร","be on duty"
"ทำเวร","do evil"
"ทำหน้าที่","be function of"
"ทำความสะอาด","clean"
"ทำบาป","sin"
"ทำต่อ","follow"
"ทำได้ลงคอ","do something without hesitating"
"ทำดี","make good thing"
"ทำซ้ำ","repeat"
"ทำชื่อ","make good reputation"
"ทำชั่ว","do evil"
"ทำใจ","restraint one's mind"
"ทำเจ็บ","hurt"
"ทำเงิน","make money"
"ทำงานทำการ","work"
"ทำงาน","work"
"ทำตา","show one's feeling with one's eyes"
"ทำคุณ","oblige"
"ทำตาม","imitate"
"ทำความเคารพ","salute"
"ทำความ","make a quarrel"
"ทำครัว","cook"
"ทำขวัญ","perform ceremony for encouragement"
"ทำขวัญ","compensate"
"ทำการบ้าน","do homework"
"ทำกรรม","commit"
"ทำ","act"
"ทำ","do"
"ทำ","have plastic surgery"
"ทำ","commit"
"ทำ","make"
"ทำคุณ","carry out the sorcery"
"ทิ้ง","leave"
"ทำเนา","be so-so"
"ทำนูล","tell"
"ทำนูล","carry on one's head"
"ทำนุบำรุง","care"
"ทำนุ","maintain"
"ทำนายทายทัก","foretell"
"ทำตัว","behave"
"ทำนา","farm"
"ทำโทษ","punish"
"ทำแทน","replace"
"ทำแท้ง","abort"
"ทำที","deceive"
"ทำทาน","donate"
"ทำท่าทำทาง","act"
"ทำท่า","act"
"ทำนาย","foretell"
"ทิ้ง","run away"
"ทิป","tip"
"ทิ้งย่อ","have a posture of diving"
"ทิ้งฟ้อง","discontinue"
"ทิ้งไพ่","lay down a card"
"ทิ้งท้าย","come to a pondering end"
"ทิ้งทาน","donate"
"ทิ้งทวน","do something in last occasion"
"ทิ้งตัว","sit down"
"ทิ้งจดหมาย","mail a letter"
"ทิ้งขว้าง","leave off"
"ทิ้ง","drop"
"ทิ้งๆ ขว้างๆ","abandon"
"ทิ่มแทง","stab"
"ทิ้ง","discard"
"ทิ่มตำ","stab"
"ทิ่ม","stab"
"ทำ","work"
"ท้า","defy"
"ทา","paint"
"ทัศนาจร","tour"
"ท้าทาย","challenge"
"ทาน","eat"
"ท้าตีท้าต่อย","challenge"
"ทานข้าว","have a meal"
"ทาน","check up"
"ทาน","resist"
"ทัศนศึกษา","field trip"
"ทัศนา","see"
"ทับถม","pile up"
"ทับถม","defame"
"ทับ","overlay"
"ทับศัพท์","transliterate"
"ทับสิทธิ์","abstain from voting"
"ทันน้ำ","be in time for the tide"
"ทับลัคน์","astrological event"
"ทับหลังลัคน์","astrological event"
"ทาย","guess"
"ทาม","place over"
"ทาปาก","wear lipstick"
"ทาบ","put over"
"ทานอาหาร","have a meal"
"ทาบทาม","sound out"
"ทาสี","paint"
"ทารุณโหดร้าย","be cruel"
"ทารุณ","ill treat"
"ทายา","apply some remedy to the wound"
"ทายปัญหา","ask a riddle"
"ขี้ริ้วขี้เหร่","be ugly"
"เชื่อได้","be believable"
"น่ากิน","be appetizing"
"น่าเกรงขาม","terrify"
"น่าเกลียด","disgust"
"น่าเกลียด","be ugly"
"น่าเกลียดน่ากลัว","frighten"
"น่าเกลียดน่าชัง","to be cute"
"น่าขนลุก","to be eerie"
"น่าขยะแขยง","be disgusting"
"น่าขัน","amuse"
"น่าขัน","ridicule"
"น่าคิด","be considerable"
"น่าเคารพ","be respectful"
"น่าชัง","be hateful"
"น่าชัง","be ugly"
"น่าชื่นชม","be praiseworthy"
"น่าเชื่อ","be believable"
"น่าเชื่อถือ","be believable"
"น่าดู","to be fascinated"
"น่าตื่นตาตื่นใจ","be excited"
"น่าตื่นเต้น","be excited"
"น่าทึ่ง","be impressive"
"นานแสนนาน","be agelong"
"น่านับถือ","be respectable"
"นาบ","press down"
"นาบข้าว","press rice plant down with stick"
"น่าเบื่อ","be boring"
"น่าเป็นห่วง","be worried"
"น่าแปลก","be strange"
"น่าแปลกใจ","be amazing"
"น่าพอใจ","be satisfiable"
"น่าพิศวง","be surprising"
"น่าฟัง","be interesting"
"น่ามหัศจรรย์","be amazing"
"น่ายกย่อง","be respectful"
"น่ายำเกรง","be respectful"
"น่ายินดี","gladden"
"น่าระทึกใจ","be excited"
"น่ารัก","be pretty"
"น่ารัก","be lovely"
"น่ารักน่าชัง","be cute"
"น่ารังเกียจ","be disgusting"
"น่ารำคาญ","be annoying"
"น่ารื่นรมย์","be pleasant"
"น่าเร้าใจ","be excited"
"น่าเลื่อมใส","be respectable"
"น้าว","bend"
"น่าวิตก","be worrisome"
"น่าไว้วางใจ","be believable"
"น่าสงสัย","be suspicious"
"น่าสงสาร","be pitying"
"น่าสนใจ","be interesting"
"น่าสยดสยอง","be dreadful"
"น่าสะพรึงกลัว","be dreadful"
"น่าสังเวช","feel pity for"
"น่าเสียใจ","be regretted"
"น่าเสียดาย","be unfortunate"
"น่าหดหู่","be depressed"
"น่าหมั่นไส้","be irritating"
"น่าหัวเราะเยาะ","ridicule"
"น่าอยู่","be livable"
"น่าอับอาย","be disgraceful"
"น่าอัศจรรย์","be astonishing"
"น่าอาย","be shameful"
"น่าอิจฉา","be envied"
"น่าอึดอัด","discomfort"
"น่าเอ็นดู","be lovely"
"นำ","take"
"นำ","bring"
"นำ","lead"
"นำเข้า","import"
"นำจับ","conduct an arrest"
"นำทาง","lead"
"นำเที่ยว","guide"
"นำไปใช้","apply"
"นำไปสู่","bring about to"
"นำพา","mind"
"นำมาใช้","apply"
"นำมาใช้","use"
"นำร่อง","navigate"
"น้ำลายสอ","be fond of good food"
"น้ำลายหก","be fond of good food"
"นำสมัย","be modern"
"นำสืบ","attest"
"นำเสนอ","present"
"นำแสดง","star"
"นำหน้า","precede"
"นิ่ง","calm"
"นิ่งเงียบ","keep silence"
"นิ่งเฉย","maintain one's composure"
"นิ่งแน่","be unconscious"
"นิ่งอึ้ง","be dumb"
"นิดเดียว","be small"
"นิทรา","sleep"
"นิ่ม","be soft"
"นิยมชมชอบ","admire"
"นิรคุณ","be ungrateful"
"นิ่ว","frown"
"นึก","consider"
"นึกคิด","consider"
"นึกดู","recall"
"นึกได้","recall"
"นึกถึง","think of"
"นึกถึง","think of"
"นึกในใจ","imagine"
"นึกฝัน","imagine"
"นึกไม่ออก","disremember"
"นึกย้อน","recall"
"นึกเห็น","assume"
"นึกออก","recall"
"นุง","disorder"
"นุ่งกระโจมอก","put on cloth covering the breasts"
"นุ่งเจียมห่มเจียม","simple dressed"
"นุ่มนวล","be gentle"
"นุ่มนิ่ม","be bland"
"นูน","swell"
"เน้นย้ำ","repeat"
"เนรคุณ","be ungrateful"
"เนรเทศ","exile"
"เน่าเปื่อย","decay"
"แน่แก่ใจ","be certain"
"แน่นิ่ง","be unconscious"
"แนบเนื้อ","snuggle"
